YEAR,MO,DY,T2M,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,LAT,LON
1982,4,16,23.19,14.55,23.63,-256.07,31.87,14.79,6.71,35.5,0.01,87.39,2.92,4.83,1.3,3.52,3.7,5.2,1.76,3.45,29.11,81.3
1982,4,17,23.01,14.24,23.23,-256.68,31.26,14.8,6.53,35.62,0.07,87.33,2.63,4.29,0.52,3.77,3.24,4.62,0.66,3.96,29.11,81.3
1982,4,18,20.05,13.5,20.74,-257.63,28.93,13.41,7.2,45.88,0.72,87.39,2.91,5.79,1.09,4.7,3.77,6.29,1.43,4.86,29.11,81.3
1982,4,19,20,13.07,20.8,-257.43,27.76,12.04,6.84,44.19,0.08,87.43,2.7,5.48,0.34,5.14,3.52,6.03,0.44,5.59,29.11,81.3
1982,4,20,20.53,14.47,20.84,-260.3,26.58,13.73,7.93,48.25,2.66,87.45,2.16,4.58,0.58,4.01,2.61,4.9,1.04,3.86,29.11,81.3
1982,4,21,22.49,14.65,22.21,-260.66,29.51,17.01,7.08,39,0,87.62,2.55,5.13,0.41,4.73,3.19,5.9,0.63,5.27,29.11,81.3
1982,4,22,22.49,13.73,22.65,-256.7,30.83,14.38,6.29,35.5,0,87.48,3.17,6,0.98,5.02,3.95,6.67,1.26,5.41,29.11,81.3
1982,4,23,23.34,14.62,23.51,-257.68,30.94,15.48,6.77,35.25,0,87.4,2.67,5.39,0.88,4.51,3.17,5.84,1.19,4.66,29.11,81.3
1982,4,24,23.75,16.04,23.48,-258.99,30.51,16.35,7.87,39.44,0.04,87.32,2.57,5.43,0.5,4.93,3.18,6.41,0.62,5.79,29.11,81.3
1982,4,25,23.27,16.03,22.84,-260.2,29.73,16.77,8.24,42.25,4.54,87.3,2.3,4.45,0.83,3.62,2.8,4.88,1.09,3.79,29.11,81.3
1982,4,26,22.09,15.26,22.99,-259.31,28.93,15.08,8,45.19,1.92,87.4,2.57,4.31,0.07,4.24,3.3,4.56,0.22,4.34,29.11,81.3
1982,4,27,19.98,14.82,20.2,-262.45,25.58,14.87,8.61,53.12,2.74,87.53,1.73,2.78,0.81,1.97,2.12,3.2,1.09,2.12,29.11,81.3
1982,4,28,22.17,15.65,22.54,-257.33,30,14.18,8.36,47.62,0.52,87.57,2.45,5.48,0.44,5.04,2.82,5.81,0.55,5.26,29.11,81.3
