YEAR,MO,DY,T2M,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,LAT,LON
1982,4,19,25.9,19.86,26.29,-263.02,30.59,20.47,10.13,48.12,14.95,98.26,2.12,3.76,0.45,3.31,3.05,5.24,0.66,4.58,27.24,84.78
1982,4,20,27.49,20.44,28.4,-258.73,34.35,19.93,9.89,45.56,8.37,98.22,2.27,3.9,0.43,3.47,3.12,4.47,0.38,4.08,27.24,84.78
1982,4,21,29.16,19.83,29.47,-258.6,36.98,22.42,8.12,34.25,0.25,98.31,4.08,7.3,1.41,5.88,6.03,8.89,2.12,6.77,27.24,84.78
1982,4,22,29.3,19.4,30.12,-256.04,38.25,21.14,7.63,32.44,0.02,98.1,4.12,7.08,1.56,5.52,6.48,8.59,2.03,6.55,27.24,84.78
1982,4,23,30.18,19.81,30.76,-256.51,38.99,22.36,7.63,31.12,0.13,98,3.65,6.66,1.24,5.41,5.54,8.07,2.01,6.05,27.24,84.78
1982,4,24,31.19,21.32,31.91,-257.19,39.68,23.72,8.73,32.56,0.14,97.89,3.38,6.38,1.02,5.36,4.8,7.62,1.14,6.48,27.24,84.78
1982,4,25,31.46,21.31,32.48,-257.08,39.7,23.63,8.54,31.88,0.12,97.82,3.46,6.48,1.16,5.32,5.16,7.84,1.11,6.73,27.24,84.78
1982,4,26,31.74,21.24,32.48,-259.17,38.85,24.87,8.3,29.81,1.1,97.9,2.47,3.43,0.62,2.81,3.62,6.06,0.61,5.45,27.24,84.78
1982,4,27,29.89,20.97,31.09,-257.61,37.77,22.23,9.03,36.31,2.35,98.08,3.27,5.88,0.4,5.47,4.88,6.82,0.3,6.52,27.24,84.78
1982,4,28,30.15,21.19,31.01,-257.57,38.19,22.62,9.16,36.75,2.63,98.09,4.01,6.64,2.47,4.17,6.03,8.46,3.99,4.47,27.24,84.78
1982,4,29,29.81,20.23,30.58,-258.48,37.76,23.08,8.3,33.62,0.21,98.11,5.73,9.75,2.37,7.38,8.55,11.75,4.06,7.69,27.24,84.78
1982,4,30,28.82,19.27,29.93,-255.33,38.02,20.19,7.75,33.19,0.02,98.08,3.84,7.15,0.88,6.27,5.8,8.47,1.11,7.36,27.24,84.78
1982,5,1,30.86,20.37,31.62,-255.95,39.07,21.86,7.81,30.31,0,98.17,2.16,3.53,0.48,3.05,2.95,5.77,0.7,5.08,27.24,84.78
1982,5,2,31.98,20.94,32.83,-256.63,39.48,22.96,7.81,27.56,0,98.16,2.44,3.91,0.2,3.72,3.25,5.82,0.36,5.47,27.24,84.78
